nodeid,voltage,current,power,energy,pf,frequency,relay,timestamp_ist
NODE_3,215.6,0.378,71,17.656,0.87,49.9,ON,'2025-12-10 18:38:05
NODE_3,215.4,0.378,70.8,17.656,0.87,49.9,ON,'2025-12-10 18:38:15
NODE_3,215.4,0.378,70.8,17.656,0.87,50,ON,'2025-12-10 18:38:25
NODE_3,215.3,0.378,70.7,17.656,0.87,50,ON,'2025-12-10 18:38:35
NODE_3,215.4,0.378,70.8,17.656,0.87,50,ON,'2025-12-10 18:38:45
NODE_3,215.6,0.377,70.8,17.657,0.87,49.9,ON,'2025-12-10 18:38:55
NODE_3,215.7,0.378,71,17.657,0.87,50,ON,'2025-12-10 18:39:05
NODE_3,215.5,0.378,70.8,17.657,0.87,49.9,ON,'2025-12-10 18:39:15
NODE_3,215.3,0.377,70.6,17.657,0.87,49.9,ON,'2025-12-10 18:39:26
NODE_3,215.6,0.378,70.9,17.657,0.87,49.9,ON,'2025-12-10 18:39:37
NODE_3,215.7,0.377,70.8,17.657,0.87,50,ON,'2025-12-10 18:39:47
NODE_3,215.5,0.378,70.9,17.658,0.87,50,ON,'2025-12-10 18:39:57
NODE_3,215.4,0.377,70.7,17.658,0.87,49.9,ON,'2025-12-10 18:40:07
NODE_3,215.6,0.378,70.9,17.658,0.87,49.9,ON,'2025-12-10 18:40:17
NODE_3,215.6,0.378,70.8,17.658,0.87,50,ON,'2025-12-10 18:40:28
NODE_3,215.7,0.377,70.8,17.659,0.87,50,ON,'2025-12-10 18:40:38
NODE_3,215.8,0.378,71,17.659,0.87,50,ON,'2025-12-10 18:40:48
NODE_3,215.7,0.378,70.9,17.659,0.87,50,ON,'2025-12-10 18:40:58
NODE_3,215.6,0.378,70.9,17.659,0.87,50,ON,'2025-12-10 18:41:09
NODE_3,215.7,0.378,70.9,17.659,0.87,50,ON,'2025-12-10 18:41:19
NODE_3,215.7,0.378,71,17.66,0.87,50,ON,'2025-12-10 18:41:29
NODE_3,215.7,0.377,70.8,17.66,0.87,50,ON,'2025-12-10 18:41:39
NODE_3,215.7,0.377,70.7,17.66,0.87,50,ON,'2025-12-10 18:41:50
NODE_3,215.7,0.377,70.8,17.66,0.87,50,ON,'2025-12-10 18:42:00
NODE_3,216,0.377,71,17.66,0.87,50,ON,'2025-12-10 18:42:10
NODE_3,216.3,0.378,71.2,17.661,0.87,50,ON,'2025-12-10 18:42:20
NODE_3,216,0.377,70.9,17.661,0.87,50,ON,'2025-12-10 18:42:30
NODE_3,215.8,0.377,70.9,17.661,0.87,50,ON,'2025-12-10 18:42:40
NODE_3,216.2,0.378,71.1,17.661,0.87,50,ON,'2025-12-10 18:42:50
NODE_3,216.2,0.378,71.1,17.661,0.87,50,ON,'2025-12-10 18:43:00
NODE_3,216.1,0.378,71,17.662,0.87,50,ON,'2025-12-10 18:43:10
NODE_3,216.3,0.378,71.2,17.662,0.87,50,ON,'2025-12-10 18:43:20
NODE_3,216.3,0.378,71.3,17.662,0.87,50,ON,'2025-12-10 18:43:30
NODE_3,215.9,0.377,70.9,17.662,0.87,50,ON,'2025-12-10 18:43:40
NODE_3,216.1,0.377,71,17.662,0.87,50,ON,'2025-12-10 18:43:51
NODE_3,216.1,0.377,70.9,17.663,0.87,50,ON,'2025-12-10 18:44:01
NODE_3,216,0.377,70.9,17.663,0.87,50,ON,'2025-12-10 18:44:12
NODE_3,216.2,0.377,71,17.663,0.87,50,ON,'2025-12-10 18:44:22
NODE_3,216.2,0.377,70.9,17.663,0.87,50,ON,'2025-12-10 18:44:32
NODE_3,216.1,0.377,71,17.663,0.87,50,ON,'2025-12-10 18:44:43
NODE_3,216.2,0.377,71.1,17.664,0.87,50,ON,'2025-12-10 18:44:53
NODE_3,216.2,0.377,70.9,17.664,0.87,50,ON,'2025-12-10 18:45:03
NODE_3,216.2,0.377,71,17.664,0.87,50,ON,'2025-12-10 18:45:13
NODE_3,216.4,0.378,71.2,17.664,0.87,50,ON,'2025-12-10 18:45:23
NODE_3,216.2,0.377,71.1,17.664,0.87,50,ON,'2025-12-10 18:45:33
NODE_3,216.3,0.377,71.2,17.665,0.87,50,ON,'2025-12-10 18:45:43
NODE_3,216.1,0.377,71,17.665,0.87,50,ON,'2025-12-10 18:45:53
NODE_3,216.3,0.377,71,17.665,0.87,50,ON,'2025-12-10 18:46:03
NODE_3,216.2,0.377,71,17.665,0.87,50,ON,'2025-12-10 18:46:13
NODE_3,215.9,0.376,70.7,17.665,0.87,50,ON,'2025-12-10 18:46:23
NODE_3,216.1,0.376,70.8,17.666,0.87,50,ON,'2025-12-10 18:46:33
NODE_3,216.3,0.377,71,17.666,0.87,50,ON,'2025-12-10 18:46:43
NODE_3,216.2,0.377,70.9,17.666,0.87,50,ON,'2025-12-10 18:46:53
NODE_3,216.2,0.376,70.8,17.666,0.87,50,ON,'2025-12-10 18:47:03
NODE_3,216.1,0.376,70.9,17.666,0.87,50,ON,'2025-12-10 18:47:13
NODE_3,215.9,0.376,70.8,17.667,0.87,50,ON,'2025-12-10 18:47:23
NODE_3,216.3,0.377,71,17.667,0.87,50,ON,'2025-12-10 18:47:33
NODE_3,216.2,0.377,71,17.667,0.87,50,ON,'2025-12-10 18:47:43
NODE_3,216.1,0.376,70.8,17.667,0.87,50,ON,'2025-12-10 18:47:53
NODE_3,216,0.376,70.8,17.667,0.87,50,ON,'2025-12-10 18:48:03
NODE_3,216.1,0.376,70.8,17.668,0.87,50,ON,'2025-12-10 18:48:13
NODE_3,216.1,0.376,70.8,17.668,0.87,50,ON,'2025-12-10 18:48:23
NODE_3,215.9,0.376,70.7,17.668,0.87,50,ON,'2025-12-10 18:48:33
NODE_3,216.1,0.376,70.9,17.668,0.87,50,ON,'2025-12-10 18:48:44
NODE_3,216.1,0.376,70.8,17.668,0.87,50,ON,'2025-12-10 18:48:54
NODE_3,215.9,0.376,70.7,17.669,0.87,49.9,ON,'2025-12-10 18:49:04
NODE_3,216.1,0.376,70.7,17.669,0.87,50,ON,'2025-12-10 18:49:14
NODE_3,216.2,0.376,70.8,17.669,0.87,50,ON,'2025-12-10 18:49:24
NODE_3,216,0.376,70.8,17.669,0.87,50,ON,'2025-12-10 18:49:34
NODE_3,215.9,0.375,70.6,17.669,0.87,50,ON,'2025-12-10 18:49:44
NODE_3,216,0.376,70.7,17.67,0.87,50,ON,'2025-12-10 18:49:55
NODE_3,216,0.376,70.7,17.67,0.87,50,ON,'2025-12-10 18:50:05
NODE_3,216,0.376,70.7,17.67,0.87,50,ON,'2025-12-10 18:50:18
NODE_3,216.2,0.376,70.8,17.67,0.87,50,ON,'2025-12-10 18:50:28
NODE_3,216.2,0.375,70.7,17.67,0.87,50,ON,'2025-12-10 18:50:39
NODE_3,216.2,0.376,70.7,17.671,0.87,50,ON,'2025-12-10 18:50:50
NODE_3,216.2,0.376,70.8,17.671,0.87,50,ON,'2025-12-10 18:51:00
NODE_3,216.2,0.376,70.8,17.671,0.87,50,ON,'2025-12-10 18:51:11
NODE_3,216,0.376,70.7,17.671,0.87,50,ON,'2025-12-10 18:51:22
NODE_3,216,0.375,70.6,17.671,0.87,50,ON,'2025-12-10 18:51:32
NODE_3,216,0.375,70.6,17.672,0.87,49.9,ON,'2025-12-10 18:51:43
NODE_3,216.1,0.376,70.8,17.672,0.87,49.9,ON,'2025-12-10 18:51:54
NODE_3,216.3,0.376,70.8,17.672,0.87,49.9,ON,'2025-12-10 18:52:05
NODE_3,216.1,0.375,70.6,17.672,0.87,50,ON,'2025-12-10 18:52:15
NODE_3,216.1,0.376,70.8,17.673,0.87,50,ON,'2025-12-10 18:52:27
NODE_3,216.3,0.376,70.8,17.673,0.87,50,ON,'2025-12-10 18:52:37
NODE_3,216.2,0.375,70.7,17.673,0.87,49.9,ON,'2025-12-10 18:52:47
NODE_3,216.2,0.376,70.7,17.673,0.87,49.9,ON,'2025-12-10 18:52:58
NODE_3,216.3,0.375,70.8,17.673,0.87,49.9,ON,'2025-12-10 18:53:09
NODE_3,216.2,0.375,70.6,17.674,0.87,49.9,ON,'2025-12-10 18:53:19
NODE_3,216.3,0.376,70.8,17.674,0.87,50,ON,'2025-12-10 18:53:29
NODE_3,216.1,0.375,70.6,17.674,0.87,49.9,ON,'2025-12-10 18:53:39
NODE_3,216.1,0.375,70.5,17.674,0.87,50,ON,'2025-12-10 18:53:49
NODE_3,216.2,0.375,70.7,17.674,0.87,50,ON,'2025-12-10 18:54:00
NODE_3,216.2,0.375,70.8,17.675,0.87,50,ON,'2025-12-10 18:54:11
NODE_3,216.5,0.376,71,17.675,0.87,50,ON,'2025-12-10 18:54:21
NODE_3,216.5,0.375,70.8,17.675,0.87,50,ON,'2025-12-10 18:54:33
NODE_3,216.4,0.375,70.7,17.675,0.87,50,ON,'2025-12-10 18:54:43
NODE_3,216.6,0.376,70.9,17.675,0.87,50,ON,'2025-12-10 18:54:53
NODE_3,216.8,0.376,71.1,17.676,0.87,50,ON,'2025-12-10 18:55:04
NODE_3,216.6,0.376,71,17.676,0.87,50,ON,'2025-12-10 18:55:15
NODE_3,216.7,0.376,71,17.676,0.87,50,ON,'2025-12-10 18:55:26
NODE_3,216.7,0.376,71,17.676,0.87,50,ON,'2025-12-10 18:55:36
NODE_3,216.6,0.376,71,17.676,0.87,50,ON,'2025-12-10 18:55:46
NODE_3,216.9,0.376,71.2,17.677,0.87,50,ON,'2025-12-10 18:55:58
NODE_3,216.5,0.376,70.9,17.677,0.87,50,ON,'2025-12-10 18:56:08
NODE_3,216.8,0.376,71.1,17.677,0.87,50,ON,'2025-12-10 18:56:19
NODE_3,216.8,0.376,71.1,17.677,0.87,50,ON,'2025-12-10 18:56:30
NODE_3,217,0.376,71.2,17.678,0.87,50,ON,'2025-12-10 18:56:41
NODE_3,216.8,0.376,71.1,17.678,0.87,50,ON,'2025-12-10 18:56:51
NODE_3,217,0.376,71.2,17.678,0.87,50,ON,'2025-12-10 18:57:02
NODE_3,217.1,0.377,71.3,17.678,0.87,50,ON,'2025-12-10 18:57:12
NODE_3,216.9,0.376,71.1,17.678,0.87,50,ON,'2025-12-10 18:57:22
NODE_3,216.9,0.376,71.1,17.679,0.87,50,ON,'2025-12-10 18:57:33
NODE_3,216.8,0.376,71.1,17.679,0.87,50,ON,'2025-12-10 18:57:43
NODE_3,216.6,0.376,71,17.679,0.87,50,ON,'2025-12-10 18:57:54
NODE_3,216.7,0.376,71,17.679,0.87,50,ON,'2025-12-10 18:58:05
NODE_3,216.9,0.376,71,17.679,0.87,50,ON,'2025-12-10 18:58:15
NODE_3,216.8,0.375,70.9,17.68,0.87,50,ON,'2025-12-10 18:58:27
NODE_3,216.9,0.375,71,17.68,0.87,50,ON,'2025-12-10 18:58:37
NODE_3,217,0.376,71.1,17.68,0.87,50,ON,'2025-12-10 18:58:48
NODE_3,217,0.376,71.2,17.68,0.87,50,ON,'2025-12-10 18:58:58
NODE_3,216.7,0.375,70.8,17.681,0.87,50,ON,'2025-12-10 18:59:10
NODE_3,216.8,0.376,71.1,17.681,0.87,50,ON,'2025-12-10 18:59:20
NODE_3,217.1,0.376,71.2,17.681,0.87,50,ON,'2025-12-10 18:59:30
NODE_3,217.2,0.376,71.2,17.681,0.87,50,ON,'2025-12-10 18:59:41
NODE_3,216.9,0.376,71.2,17.681,0.87,50,ON,'2025-12-10 18:59:51
NODE_3,217.1,0.376,71.3,17.682,0.87,50,ON,'2025-12-10 19:00:03
NODE_3,217.4,0.376,71.3,17.682,0.87,50,ON,'2025-12-10 19:00:14
NODE_3,217.3,0.376,71.3,17.682,0.87,50,ON,'2025-12-10 19:00:25
NODE_3,217.5,0.377,71.5,17.682,0.87,50,ON,'2025-12-10 19:00:36
NODE_3,217.6,0.377,71.6,17.682,0.87,50,ON,'2025-12-10 19:00:48
NODE_3,217.4,0.377,71.5,17.683,0.87,50,ON,'2025-12-10 19:00:59
NODE_3,217.4,0.377,71.5,17.683,0.87,50,ON,'2025-12-10 19:01:10
NODE_3,217.6,0.377,71.6,17.683,0.87,50,ON,'2025-12-10 19:01:20
NODE_3,217.2,0.376,71.2,17.683,0.87,50,ON,'2025-12-10 19:01:30
NODE_3,217.1,0.376,71.1,17.684,0.87,50,ON,'2025-12-10 19:01:41
NODE_3,217.2,0.376,71.3,17.684,0.87,50,ON,'2025-12-10 19:01:51
NODE_3,217.2,0.375,71.1,17.684,0.87,49.9,ON,'2025-12-10 19:02:01
NODE_3,217.2,0.375,71.1,17.684,0.87,49.9,ON,'2025-12-10 19:02:12
NODE_3,217,0.375,71,17.684,0.87,49.9,ON,'2025-12-10 19:02:22
NODE_3,217,0.376,71.1,17.685,0.87,49.9,ON,'2025-12-10 19:02:33
NODE_3,217.1,0.376,71.1,17.685,0.87,49.9,ON,'2025-12-10 19:02:44
NODE_3,217.2,0.376,71.3,17.685,0.87,49.9,ON,'2025-12-10 19:02:55
NODE_3,217.5,0.376,71.4,17.685,0.87,49.9,ON,'2025-12-10 19:03:05
NODE_3,217.6,0.377,71.5,17.685,0.87,49.9,ON,'2025-12-10 19:03:16
NODE_3,217.7,0.377,71.6,17.686,0.87,49.9,ON,'2025-12-10 19:03:26
NODE_3,217.7,0.377,71.6,17.686,0.87,50,ON,'2025-12-10 19:03:37
NODE_3,217.9,0.377,71.6,17.686,0.87,50,ON,'2025-12-10 19:03:47
NODE_3,217.7,0.377,71.6,17.686,0.87,49.9,ON,'2025-12-10 19:03:58
NODE_3,218.1,0.377,71.9,17.686,0.87,50,ON,'2025-12-10 19:04:09
NODE_3,217.9,0.377,71.7,17.687,0.87,50,ON,'2025-12-10 19:04:19
NODE_3,217.7,0.377,71.6,17.687,0.87,50,ON,'2025-12-10 19:04:30
NODE_3,217.7,0.377,71.6,17.687,0.87,50,ON,'2025-12-10 19:04:40
NODE_3,217.9,0.377,71.7,17.687,0.87,50,ON,'2025-12-10 19:04:52
NODE_3,217.7,0.377,71.6,17.688,0.87,49.9,ON,'2025-12-10 19:05:02
NODE_3,217.7,0.376,71.4,17.688,0.87,50,ON,'2025-12-10 19:05:13
NODE_3,217.7,0.377,71.5,17.688,0.87,49.9,ON,'2025-12-10 19:05:24
NODE_3,217.9,0.377,71.6,17.688,0.87,49.9,ON,'2025-12-10 19:05:34
NODE_3,218.1,0.378,71.8,17.688,0.87,50,ON,'2025-12-10 19:05:45
NODE_3,217.7,0.377,71.6,17.689,0.87,50,ON,'2025-12-10 19:05:56
NODE_3,217.8,0.377,71.6,17.689,0.87,49.9,ON,'2025-12-10 19:06:06
NODE_3,217.9,0.377,71.6,17.689,0.87,50,ON,'2025-12-10 19:06:16
NODE_3,218,0.377,71.7,17.689,0.87,49.9,ON,'2025-12-10 19:06:27
NODE_3,217.9,0.377,71.7,17.689,0.87,49.9,ON,'2025-12-10 19:06:37
NODE_3,218,0.377,71.8,17.69,0.87,50,ON,'2025-12-10 19:06:49
NODE_3,218.1,0.377,71.8,17.69,0.87,49.9,ON,'2025-12-10 19:06:59
NODE_3,217.9,0.377,71.6,17.69,0.87,49.9,ON,'2025-12-10 19:07:10
NODE_3,217.5,0.377,71.6,17.69,0.87,50,ON,'2025-12-10 19:07:21
NODE_3,217.9,0.377,71.8,17.69,0.87,49.9,ON,'2025-12-10 19:07:31
NODE_3,217.8,0.377,71.7,17.691,0.87,49.9,ON,'2025-12-10 19:07:42
NODE_3,218.3,0.377,71.9,17.691,0.87,50,ON,'2025-12-10 19:07:52
NODE_3,218.2,0.377,71.9,17.691,0.87,50,ON,'2025-12-10 19:08:02
NODE_3,218.1,0.378,71.9,17.691,0.87,50,ON,'2025-12-10 19:08:12
NODE_3,218.1,0.378,71.9,17.692,0.87,50,ON,'2025-12-10 19:08:22
NODE_3,218.1,0.377,71.9,17.692,0.87,50,ON,'2025-12-10 19:08:32
NODE_3,218,0.414,90.1,17.692,1,50,ON,'2025-12-10 19:08:42
NODE_3,218,0.413,89.9,17.692,1,49.9,ON,'2025-12-10 19:08:52
NODE_3,218,0.413,89.7,17.692,1,50,ON,'2025-12-10 19:09:02
NODE_3,218.1,0.413,89.9,17.693,1,50,ON,'2025-12-10 19:09:12
NODE_3,218.1,0.412,89.6,17.693,1,49.9,ON,'2025-12-10 19:09:23
NODE_3,218.4,0.414,90,17.693,1,50,ON,'2025-12-10 19:09:34
NODE_3,218.3,0.413,89.8,17.694,1,50,ON,'2025-12-10 19:09:44
NODE_3,218.3,0.413,89.8,17.694,1,50,ON,'2025-12-10 19:09:54
NODE_3,218.3,0.413,89.8,17.694,1,50,ON,'2025-12-10 19:10:04
NODE_3,218.4,0.413,90,17.694,1,50,ON,'2025-12-10 19:10:14
NODE_3,218.3,0.412,89.8,17.694,1,50,ON,'2025-12-10 19:10:25
NODE_3,218.5,0.413,90,17.695,1,50,ON,'2025-12-10 19:10:36
NODE_3,218.8,0.414,90.2,17.695,1,50,ON,'2025-12-10 19:10:46
NODE_3,218.4,0.413,90,17.695,1,50,ON,'2025-12-10 19:10:57
NODE_3,218.4,0.413,89.9,17.696,1,50,ON,'2025-12-10 19:11:08
NODE_3,218.6,0.414,90.1,17.696,1,50,ON,'2025-12-10 19:11:19
NODE_3,218.5,0.413,90,17.696,1,50,ON,'2025-12-10 19:11:30
NODE_3,218.4,0.413,90,17.696,1,50,ON,'2025-12-10 19:11:41
NODE_3,218.4,0.413,89.9,17.697,1,50,ON,'2025-12-10 19:11:51
NODE_3,218.6,0.413,90,17.697,1,50,ON,'2025-12-10 19:12:01
NODE_3,218.7,0.413,90,17.697,1,50,ON,'2025-12-10 19:12:11
NODE_3,218.6,0.413,90,17.697,1,50,ON,'2025-12-10 19:12:23
NODE_3,218.5,0.413,89.9,17.698,1,50,ON,'2025-12-10 19:12:33
NODE_3,218.6,0.413,90.1,17.698,1,50,ON,'2025-12-10 19:12:44
NODE_3,218.6,0.413,90,17.698,1,50,ON,'2025-12-10 19:12:54
NODE_3,218.7,0.413,90.1,17.699,1,50,ON,'2025-12-10 19:13:04
NODE_3,218.8,0.413,90.1,17.699,1,50,ON,'2025-12-10 19:13:15
NODE_3,218.7,0.413,90,17.699,1,50,ON,'2025-12-10 19:13:25
NODE_3,218.7,0.413,90.1,17.699,1,50,ON,'2025-12-10 19:13:35
NODE_3,218.9,0.413,90.2,17.7,1,50,ON,'2025-12-10 19:13:46
NODE_3,218.6,0.413,90,17.7,1,50,ON,'2025-12-10 19:13:57
NODE_3,218.6,0.413,90,17.7,1,49.9,ON,'2025-12-10 19:14:08
NODE_3,218.5,0.413,89.9,17.7,1,49.9,ON,'2025-12-10 19:14:19
NODE_3,218.6,0.412,89.9,17.701,1,49.9,ON,'2025-12-10 19:14:29
NODE_3,218.7,0.413,90,17.701,1,50,ON,'2025-12-10 19:14:40
NODE_3,218.6,0.413,90.1,17.701,1,50,ON,'2025-12-10 19:14:51
NODE_3,218.6,0.413,90,17.701,1,50,ON,'2025-12-10 19:15:01
NODE_3,218.8,0.413,90.1,17.702,1,50,ON,'2025-12-10 19:15:12
NODE_3,218.8,0.413,90.2,17.702,1,50,ON,'2025-12-10 19:15:22
NODE_3,218.5,0.412,89.8,17.702,1,49.9,ON,'2025-12-10 19:15:32
NODE_3,218.4,0.412,89.8,17.702,1,49.9,ON,'2025-12-10 19:15:42
NODE_3,218.2,0.411,89.4,17.703,1,49.9,ON,'2025-12-10 19:15:52
NODE_3,218.4,0.412,89.8,17.703,1,49.9,ON,'2025-12-10 19:16:02
NODE_3,218.3,0.412,89.7,17.703,1,49.9,ON,'2025-12-10 19:16:12
NODE_3,218.2,0.412,89.5,17.703,1,49.9,ON,'2025-12-10 19:16:23
NODE_3,218.1,0.412,89.5,17.704,1,49.9,ON,'2025-12-10 19:16:33
NODE_3,218.2,0.411,89.4,17.704,1,49.9,ON,'2025-12-10 19:16:43
NODE_3,218.4,0.412,89.7,17.704,1,49.9,ON,'2025-12-10 19:16:53
NODE_3,218.2,0.411,89.5,17.705,1,49.8,ON,'2025-12-10 19:17:03
NODE_3,218.1,0.411,89.5,17.705,1,49.8,ON,'2025-12-10 19:17:13
NODE_3,218.7,0.435,95,17.705,1,49.9,ON,'2025-12-10 19:23:03
NODE_3,218.7,0.422,92,17.705,1,49.8,ON,'2025-12-10 19:23:15
NODE_3,218.5,0.421,91.7,17.706,1,49.9,ON,'2025-12-10 19:23:25
NODE_3,218.3,0.421,91.6,17.706,1,49.8,ON,'2025-12-10 19:23:35
NODE_3,218.1,0.42,91.3,17.706,1,49.9,ON,'2025-12-10 19:23:45
NODE_3,218.5,0.421,91.6,17.706,1,49.8,ON,'2025-12-10 19:23:55
NODE_3,218.5,0.42,91.4,17.707,1,49.9,ON,'2025-12-10 19:24:05
NODE_3,218.5,0.42,91.4,17.707,1,49.9,ON,'2025-12-10 19:24:15
NODE_3,218.5,0.419,91.2,17.707,1,49.9,ON,'2025-12-10 19:24:25
NODE_3,218.5,0.418,91.1,17.707,1,49.9,ON,'2025-12-10 19:24:35
NODE_3,218.8,0.419,91.4,17.708,1,49.9,ON,'2025-12-10 19:24:45
NODE_3,218.8,0.419,91.4,17.708,1,49.9,ON,'2025-12-10 19:24:55
NODE_3,218.8,0.419,91.4,17.708,1,49.9,ON,'2025-12-10 19:25:05
NODE_3,218.7,0.419,91.2,17.708,1,49.9,ON,'2025-12-10 19:25:15
NODE_3,218.9,0.419,91.4,17.709,1,49.9,ON,'2025-12-10 19:25:25
NODE_3,218.9,0.419,91.4,17.709,1,49.9,ON,'2025-12-10 19:25:35
NODE_3,218.8,0.418,91.2,17.709,1,49.9,ON,'2025-12-10 19:25:45
NODE_3,218.9,0.418,91.2,17.709,1,49.9,ON,'2025-12-10 19:25:55
NODE_3,218.9,0.418,91.3,17.71,1,49.9,ON,'2025-12-10 19:26:16
NODE_3,219.1,0.419,91.5,17.71,1,49.9,ON,'2025-12-10 19:26:26
NODE_3,219,0.418,91.3,17.71,1,49.9,ON,'2025-12-10 19:26:36
NODE_3,219.1,0.418,91.3,17.711,1,49.9,ON,'2025-12-10 19:26:46
NODE_3,219.1,0.418,91.2,17.711,1,49.9,ON,'2025-12-10 19:26:56
NODE_3,219,0.418,91.3,17.711,1,49.9,ON,'2025-12-10 19:27:06
NODE_3,219.2,0.418,91.4,17.711,1,49.9,ON,'2025-12-10 19:27:16
NODE_3,219.2,0.418,91.3,17.712,1,49.9,ON,'2025-12-10 19:27:26
NODE_3,219.1,0.418,91.2,17.712,1,49.9,ON,'2025-12-10 19:27:36
NODE_3,219.1,0.417,91.1,17.712,1,49.9,ON,'2025-12-10 19:27:46
NODE_3,219.2,0.418,91.3,17.713,1,50,ON,'2025-12-10 19:27:56
NODE_3,219.2,0.417,91.2,17.713,1,50,ON,'2025-12-10 19:28:06
NODE_3,219.1,0.417,91.2,17.713,1,49.9,ON,'2025-12-10 19:28:16
NODE_3,219.3,0.417,91.2,17.713,1,50,ON,'2025-12-10 19:28:26
NODE_3,219.3,0.418,91.4,17.714,1,50,ON,'2025-12-10 19:28:36
NODE_3,219.2,0.417,91.1,17.714,1,49.9,ON,'2025-12-10 19:28:46
NODE_3,219.2,0.417,91.1,17.714,1,49.9,ON,'2025-12-10 19:28:56
NODE_3,219.1,0.417,91,17.714,1,49.9,ON,'2025-12-10 19:29:06
NODE_3,219.2,0.417,91.2,17.715,1,49.9,ON,'2025-12-10 19:29:26
NODE_3,219,0.416,90.9,17.715,1,49.9,ON,'2025-12-10 19:29:36
NODE_3,219.1,0.416,91,17.715,1,49.9,ON,'2025-12-10 19:29:46
NODE_3,218.7,0.416,90.6,17.715,1,49.9,ON,'2025-12-10 19:29:56
NODE_3,218.8,0.416,90.8,17.716,1,49.9,ON,'2025-12-10 19:30:06
NODE_3,218.8,0.416,90.7,17.716,1,49.9,ON,'2025-12-10 19:30:16
NODE_3,219,0.416,91,17.716,1,49.9,ON,'2025-12-10 19:30:26
NODE_3,218.7,0.415,90.6,17.717,1,49.9,ON,'2025-12-10 19:30:37
NODE_3,218.8,0.415,90.6,17.717,1,49.9,ON,'2025-12-10 19:30:47
NODE_3,218.8,0.415,90.5,17.717,1,49.9,ON,'2025-12-10 19:30:57
NODE_3,218.8,0.416,90.7,17.717,1,49.9,ON,'2025-12-10 19:31:07
NODE_3,218.9,0.415,90.6,17.718,1,49.9,ON,'2025-12-10 19:31:17
NODE_3,218.9,0.416,90.7,17.718,1,49.9,ON,'2025-12-10 19:31:27
NODE_3,219,0.415,90.7,17.718,1,49.9,ON,'2025-12-10 19:31:37
NODE_3,218.8,0.415,90.6,17.718,1,49.9,ON,'2025-12-10 19:31:47
NODE_3,218.8,0.415,90.6,17.719,1,49.9,ON,'2025-12-10 19:31:57
NODE_3,218.7,0.416,90.7,17.719,1,49.9,ON,'2025-12-10 19:32:07
NODE_3,219.2,0,0,17.719,0,49.9,ON,'2025-12-10 19:32:17
NODE_3,219.2,0.023,0.6,17.719,0.12,49.9,ON,'2025-12-10 19:32:27
NODE_3,219,0.428,46.3,17.719,0.49,49.9,ON,'2025-12-10 19:32:37
NODE_3,219,0.443,48.6,17.719,0.5,49.9,ON,'2025-12-10 19:32:47
NODE_3,219.2,0.446,48.6,17.719,0.5,49.9,ON,'2025-12-10 19:32:57
NODE_3,219.2,0.409,43.5,17.72,0.49,49.9,ON,'2025-12-10 19:33:07
NODE_3,219.1,0.435,46.5,17.72,0.49,49.9,ON,'2025-12-10 19:33:17
NODE_3,219.3,0.418,44.2,17.72,0.48,49.9,ON,'2025-12-10 19:33:27
NODE_3,219.3,0.421,44.7,17.72,0.48,49.9,ON,'2025-12-10 19:33:37
NODE_3,219.2,0.426,46.2,17.72,0.49,49.9,ON,'2025-12-10 19:33:48
NODE_3,219.3,0.42,45.1,17.72,0.49,49.9,ON,'2025-12-10 19:33:58
NODE_3,219.5,0.434,46.6,17.72,0.49,49.9,ON,'2025-12-10 19:34:08
NODE_3,219.4,0.412,44,17.72,0.49,49.9,ON,'2025-12-10 19:34:18
NODE_3,219.3,0.418,46.7,17.721,0.51,49.9,ON,'2025-12-10 19:34:28
NODE_3,219.3,0.42,44.6,17.721,0.48,49.9,ON,'2025-12-10 19:34:38
NODE_3,219.1,0.431,47,17.721,0.5,49.9,ON,'2025-12-10 19:34:48
NODE_3,219.3,0.423,47,17.721,0.51,49.9,ON,'2025-12-10 19:34:58
NODE_3,219.5,0.411,44.1,17.721,0.49,49.9,ON,'2025-12-10 19:35:08
NODE_3,219.3,0.428,46.9,17.721,0.5,49.9,ON,'2025-12-10 19:35:18
NODE_3,219.7,0.415,43.8,17.721,0.48,49.9,ON,'2025-12-10 19:35:28
NODE_3,219.4,0.425,48.7,17.721,0.52,49.9,ON,'2025-12-10 19:35:38
NODE_3,219.6,0.407,44.1,17.722,0.49,49.9,ON,'2025-12-10 19:35:48
NODE_3,219.5,0.423,44.5,17.722,0.48,49.9,ON,'2025-12-10 19:35:58
NODE_3,219.5,0.442,48.2,17.722,0.5,49.9,ON,'2025-12-10 19:36:08
NODE_3,219.5,0.438,48.6,17.722,0.51,50,ON,'2025-12-10 19:36:18
NODE_3,219.7,0.4,43.5,17.722,0.49,49.9,ON,'2025-12-10 19:36:28
NODE_3,219.4,0.405,43.4,17.722,0.49,49.9,ON,'2025-12-10 19:36:38
NODE_3,219.8,0.431,47.3,17.722,0.5,49.9,ON,'2025-12-10 19:36:48
NODE_3,219.5,0.434,47.8,17.722,0.5,49.9,ON,'2025-12-10 19:36:58
NODE_3,219.8,0.43,44.1,17.723,0.47,49.9,ON,'2025-12-10 19:37:08
NODE_3,219.6,0.445,47.2,17.723,0.48,49.9,ON,'2025-12-10 19:37:18
NODE_3,219.7,0.432,45.9,17.723,0.48,49.9,ON,'2025-12-10 19:37:28
NODE_3,219.6,0.455,53.2,17.723,0.53,49.9,ON,'2025-12-10 19:37:38
